  2Theta(x)          dd      Delete          del         dd        I_sum(y)    I_diff(y2)
   85.67000  17598.71471  196.77931  17369.26000  195.70000  34967.97471    229.45471
   85.72000  17567.54481  193.71025  17629.97000  194.09000  35197.51481    -62.42519
   85.77000  17602.90240  196.13108  17701.62000  196.70000  35304.52240    -98.71760
   85.82000  17042.93073  192.58715  17587.28000  195.39000  34630.21073   -544.34927
   85.87000  17140.27984  193.14742  17268.15000  193.86000  34408.42984   -127.87016
   85.92000  17107.73847  192.63798  17586.14000  195.10000  34693.87847   -478.40153
   85.97000  17331.81733  192.88639  17793.01000  195.24000  35124.82733   -461.19267
   86.02000  17230.78446  195.08030  17646.99000  197.25000  34877.77446   -416.20554
   86.07000  17062.27353  193.07857  17527.07000  195.49000  34589.34353   -464.79647
   86.12000  17125.56434  192.58912  17478.75000  194.43000  34604.31434   -353.18566
   86.17000  17101.76434  192.61181  17529.12000  194.83000  34630.88434   -427.35566
   86.22000  17473.70884  196.64031  18058.35000  199.63000  35532.05884   -584.64116
   86.27000  17711.94993  194.08726  17454.13000  192.90000  35166.07993    257.81993
   86.32000  17424.99956  198.19365  17843.56000  200.38000  35268.55956   -418.56044
   86.37000  17507.43603  194.59660  17831.95000  196.27000  35339.38603   -324.51397
   86.42000  17367.66059  194.61650  17710.85000  196.40000  35078.51059   -343.18941
   86.47000  17387.48646  194.82486  17586.26000  195.89000  34973.74646   -198.77354
   86.52000  17648.40982  197.82463  17784.31000  198.58000  35432.71982   -135.90018
   86.57000  17907.18702  198.44895  17461.44000  196.30000  35368.62702    445.74702
   86.62000  17421.35490  196.90046  17830.58000  199.03000  35251.93490   -409.22510
   86.67000  17786.10285  198.82853  18106.93000  200.50000  35893.03285   -320.82715
   86.72000  17212.89289  196.60496  17654.83000  198.92000  34867.72289   -441.93711
   86.77000  16989.91198  197.26133  17724.97000  201.12000  34714.88198   -735.05802
   86.82000  17568.29055  206.64802  18139.00000  209.71000  35707.29055   -570.70945
   86.87000  17385.78633  197.14692  17927.10000  199.94000  35312.88633   -541.31367
   86.92000  17811.35868  197.95603  17930.09000  198.62000  35741.44868   -118.73132
   86.97000  17188.63037  200.13552  17800.76000  203.37000  34989.39037   -612.12963
   87.02000  17918.86566  198.81094  17943.77000  199.01000  35862.63566    -24.90434
   87.07000  17550.50632  198.22082  17491.73000  198.01000  35042.23632     58.77632
   87.12000  17445.73361  197.12842  18333.98000  201.63000  35779.71361   -888.24639
   87.17000  17805.77801  199.24803  17958.72000  200.08000  35764.49801   -152.94199
   87.22000  17368.48823  194.34964  17954.79000  197.33000  35323.27823   -586.30177
   87.27000  17974.14910  200.98043  17933.21000  200.85000  35907.35910     40.93910
   87.32000  17607.21696  195.57934  18119.77000  198.19000  35726.98696   -512.55304
   87.37000  17806.80759  196.55255  18038.31000  197.77000  35845.11759   -231.50241
   87.42000  17296.90702  195.75565  17924.82000  198.98000  35221.72702   -627.91298
   87.47000  17360.50269  195.36215  17663.33000  196.95000  35023.83269   -302.82731
   87.52000  17422.49717  194.12968  17686.27000  195.51000  35108.76717   -263.77283
   87.57000  17605.73070  197.52289  17657.31000  197.86000  35263.04070    -51.57930
   87.62000  17717.89400  196.87895  17547.76000  196.10000  35265.65400    170.13400
   87.67000  17369.89534  193.94241  18185.13000  198.03000  35555.02534   -815.23466
   87.72000  17368.60681  194.04801  17910.88000  196.80000  35279.48681   -542.27319
   87.77000  17639.14389  197.31917  17975.19000  199.06000  35614.33389   -336.04611
   87.82000  17358.24280  191.84990  17704.49000  193.63000  35062.73280   -346.24720
   87.87000  17882.51135  199.57268  17506.42000  197.76000  35388.93135    376.09135
   87.92000  17438.36761  195.10873  17722.20000  196.60000  35160.56761   -283.83239
   87.97000  17540.48839  196.62454  17515.02000  196.57000  35055.50839     25.46839
   88.02000  17935.95613  198.64188  18048.38000  199.28000  35984.33613   -112.42387
   88.07000  18114.73379  197.00056  18012.30000  196.58000  36127.03379    102.43379
   88.12000  17608.91287  197.36543  18071.23000  199.74000  35680.14287   -462.31713
   88.17000  17517.22176  195.38239  17908.71000  197.40000  35425.93176   -391.48824
   88.22000  17588.73883  194.42489  17415.47000  193.63000  35004.20883    173.26883
   88.27000  17432.46165  194.08461  17932.61000  196.63000  35365.07165   -500.14835
   88.32000  17603.55036  195.59657  17526.24000  195.29000  35129.79036     77.31036
   88.37000  17302.92050  193.49371  17690.95000  195.49000  34993.87050   -388.02950
   88.42000  17550.29686  197.08174  18034.53000  199.57000  35584.82686   -484.23314
   88.47000  17428.22101  191.65123  17651.13000  192.82000  35079.35101   -222.90899
   88.52000  17171.79506  194.86760  17761.45000  197.90000  34933.24506   -589.65494
   88.57000  17688.50600  196.26315  17710.15000  196.45000  35398.65600    -21.64400
   88.62000  17022.37982  192.81030  17782.61000  196.69000  34804.98982   -760.23018
   88.67000  17313.58709  191.52415  17950.20000  194.71000  35263.78709   -636.61291
   88.72000  17197.19311  193.60296  17374.78000  194.57000  34571.97311   -177.58689
   88.77000  17536.60722  193.85135  17454.99000  193.52000  34991.59722     81.61722
   88.82000  17446.90897  194.15816  17451.38000  194.25000  34898.28897     -4.47103
   88.87000  17303.25439  192.27080  17300.48000  192.33000  34603.73439      2.77439
   88.92000  17296.31668  193.77064  17595.87000  195.34000  34892.18668   -299.55332
   88.97000  17155.40326  193.41526  17543.43000  195.43000  34698.83326   -388.02674
   89.02000  17241.53047  194.29329  17423.26000  195.28000  34664.79047   -181.72953
   89.07000  16921.11507  188.30476  17620.21000  191.82000  34541.32507   -699.09493
   89.12000  17209.24568  199.33908  17517.74000  200.99000  34726.98568   -308.49432
   89.17000  17335.54038  189.59098  17238.46000  189.19000  34574.00038     97.08038
   89.22000  17111.49867  194.82286  17261.80000  195.65000  34373.29867   -150.30133
   89.27000  17129.49782  192.40947  17499.23000  194.33000  34628.72782   -369.73218
   89.32000  17049.84889  195.11787  17388.50000  196.91000  34438.34889   -338.65111
   89.37000  17463.68517  192.68347  17168.54000  191.30000  34632.22517    295.14517
   89.42000  17462.06668  198.05921  17125.27000  196.42000  34587.33668    336.79668
   89.47000  17262.39064  190.91364  16958.30000  189.48000  34220.69064    304.09064
   89.52000  17536.92651  196.83542  17395.63000  196.20000  34932.55651    141.29651
   89.57000  17185.57254  192.93159  17165.50000  192.90000  34351.07254     20.07254
   89.62000  16887.85569  194.97035  17218.46000  196.74000  34106.31569   -330.60431
   89.67000  16971.42918  191.12804  17383.25000  193.26000  34354.67918   -411.82082
   89.72000  17176.92261  198.00703  17365.63000  199.05000  34542.55261   -188.70739
   89.77000  17906.20396  195.06569  17493.98000  193.11000  35400.18396    412.22396
   89.82000  17344.81432  200.17616  17333.42000  200.19000  34678.23432     11.39432
   89.87000  17381.99494  193.70845  17452.81000  194.13000  34834.80494    -70.81506
   89.92000  17521.11437  199.86808  17017.59000  197.35000  34538.70437    503.52437
   89.97000  17183.20816  200.55935  17031.76000  199.84000  34214.96816    151.44816
   90.02000  17159.97521  201.51706  17016.24000  200.84000  34176.21521    143.73521
   90.07000  17397.51476  199.68197  17313.23000  199.32000  34710.74476     84.28476
   90.12000  17453.14983  195.06169  17412.35000  194.93000  34865.49983     40.79983
   90.17000  17598.75422  204.09144  17409.67000  203.18000  35008.42422    189.08422
   90.22000  17250.97863  193.22513  17463.44000  194.36000  34714.41863   -212.46137
   90.27000  17188.61253  198.14443  17095.85000  197.75000  34284.46253     92.76253
   90.32000  17171.73698  192.97544  17305.82000  193.72000  34477.55698   -134.08302
   90.37000  17527.03592  199.69504  17200.52000  198.09000  34727.55592    326.51592
   90.42000  17311.80141  194.99377  17576.25000  196.39000  34888.05141   -264.44859
   90.47000  17177.78747  196.28976  17759.53000  199.31000  34937.31747   -581.74253
   90.52000  17707.95853  197.09566  17653.56000  196.90000  35361.51853     54.39853
   90.57000  17586.21880  200.88763  17537.19000  200.71000  35123.40880     49.02880
   90.62000  18008.19658  197.15687  18061.84000  197.49000  36070.03658    -53.64342
   90.67000  17503.24017  200.25258  17885.71000  202.28000  35388.95017   -382.46983
   90.72000  17751.27167  196.45074  17845.93000  196.99000  35597.20167    -94.65833
   90.77000  17989.98254  203.33492  17558.15000  201.21000  35548.13254    431.83254
   90.82000  17607.89061  195.45764  17724.99000  196.12000  35332.88061   -117.09939
   90.87000  18114.24917  201.93074  18157.99000  202.22000  36272.23917    -43.74083
   90.92000  17722.23367  197.07872  17844.53000  197.76000  35566.76367   -122.29633
   90.97000  17952.27255  200.40580  17671.65000  199.08000  35623.92255    280.62255
   91.02000  17605.55076  195.32733  18168.35000  198.18000  35773.90076   -562.79924
   91.07000  17584.09278  197.88486  17855.62000  199.32000  35439.71278   -271.52722
   91.12000  18116.72608  198.94407  18074.04000  198.81000  36190.76608     42.68608
   91.17000  18178.90631  203.09511  18139.28000  202.98000  36318.18631     39.62631
   91.22000  17699.43690  195.03674  17910.37000  196.15000  35609.80690   -210.93310
   91.27000  17575.04461  199.41367  18681.51000  205.01000  36256.55461  -1106.46539
   91.32000  18017.74709  199.00709  18082.44000  199.40000  36100.18709    -64.69291
   91.37000  18182.99639  201.73584  18120.44000  201.50000  36303.43639     62.55639
   91.42000  18388.28965  201.13524  18139.75000  199.99000  36528.03965    248.53965
   91.47000  18170.11513  202.38022  17986.73000  201.54000  36156.84513    183.38513
   91.52000  18385.23177  200.81139  18423.37000  201.07000  36808.60177    -38.13823
   91.57000  18201.19557  200.53008  18413.70000  201.66000  36614.89557   -212.50443
   91.62000  18339.40784  202.48119  18181.20000  201.77000  36520.60784    158.20784
   91.67000  18411.31354  203.48908  18227.75000  202.66000  36639.06354    183.56354
   91.72000  17855.90407  197.50012  18147.01000  199.01000  36002.91407   -291.10593
   91.77000  17845.80885  199.68785  18081.56000  200.93000  35927.36885   -235.75115
   91.82000  18186.43780  202.87766  18579.81000  204.90000  36766.24780   -393.37220
   91.87000  17673.73240  199.19950  18224.87000  202.03000  35898.60240   -551.13760
   91.92000  18163.10795  198.57396  18418.98000  199.89000  36582.08795   -255.87205
   91.97000  18275.63445  200.09317  17956.32000  198.60000  36231.95445    319.31445
   92.02000  18151.97135  200.48752  18322.37000  201.41000  36474.34135   -170.39865
   92.07000  18149.25525  203.00568  18618.19000  205.41000  36767.44525   -468.93475
   92.12000  18263.85520  201.60586  18170.38000  201.22000  36434.23520     93.47520
   92.17000  18187.92024  199.41450  17985.69000  198.49000  36173.61024    202.23024
   92.22000  18637.00155  201.41395  18156.13000  199.15000  36793.13155    480.87155
   92.27000  18189.32635  201.57066  18003.39000  200.72000  36192.71635    185.93635
   92.32000  18497.99533  202.75787  17930.44000  200.03000  36428.43533    567.55533
   92.37000  17956.65448  199.22338  18253.11000  200.76000  36209.76448   -296.45552
   92.42000  18074.01831  201.10560  17731.70000  199.47000  35805.71831    342.31831
   92.47000  18328.61180  201.95638  18145.96000  201.13000  36474.57180    182.65180
   92.52000  17681.74723  196.60909  18001.98000  198.26000  35683.72723   -320.23277
   92.57000  17883.37604  199.47835  18073.23000  200.51000  35956.60604   -189.85396
   92.62000  17996.78634  202.62397  17970.08000  202.57000  35966.86634     26.70634
   92.67000  17795.89845  195.40917  18095.48000  196.95000  35891.37845   -299.58155
   92.72000  17493.60501  199.91089  17969.86000  202.41000  35463.46501   -476.25499
   92.77000  17758.31984  196.47194  17733.11000  196.43000  35491.42984     25.20984
   92.82000  17721.77984  197.89336  17269.44000  195.70000  34991.21984    452.33984
   92.87000  17936.40942  197.90460  18117.39000  198.87000  36053.79942   -180.98058
   92.92000  18096.04779  199.54789  17590.86000  197.11000  35686.90779    505.18779
   92.97000  17531.84231  198.58541  17482.88000  198.41000  35014.72231     48.96231
   93.02000  17810.49583  200.26119  17235.30000  197.42000  35045.79583    575.19583
   93.07000  17614.42599  198.87485  17610.22000  198.92000  35224.64599      4.20599
   93.12000  17479.00705  202.38674  17544.74000  202.80000  35023.74705    -65.73295
   93.17000  17819.77850  200.55482  17228.19000  197.63000  35047.96850    591.58850
   93.22000  17403.96038  205.37887  17680.12000  206.91000  35084.08038   -276.15962
   93.27000  17517.60372  196.35248  17244.55000  195.05000  34762.15372    273.05372
   93.32000  17414.39446  197.11135  18160.20000  200.92000  35574.59446   -745.80554
   93.37000  17211.02781  198.05959  17593.01000  200.09000  34804.03781   -381.98219
   93.42000  17636.99634  197.71637  17749.28000  198.36000  35386.27634   -112.28366
   93.47000  17746.18120  201.18574  17195.53000  198.45000  34941.71120    550.65120
   93.52000  17155.35904  194.34877  17420.60000  195.75000  34575.95904   -265.24096
   93.57000  17352.80484  196.72709  17284.87000  196.46000  34637.67484     67.93484
   93.62000  17256.72225  199.20454  17375.82000  199.89000  34632.54225   -119.09775
   93.67000  17375.36683  196.13847  16918.35000  193.88000  34293.71683    457.01683
   93.72000  17238.28122  193.33557  17358.76000  194.01000  34597.04122   -120.47878
   93.77000  17212.76682  195.34265  17263.26000  195.67000  34476.02682    -50.49318
   93.82000  17234.30244  196.17011  17289.09000  196.52000  34523.39244    -54.78756
   93.87000  17441.99334  201.87421  17569.13000  202.60000  35011.12334   -127.13666
   93.92000  16983.59850  195.86459  17112.00000  196.60000  34095.59850   -128.40150
   93.97000  17051.84903  191.67112  16974.94000  191.35000  34026.78903     76.90903
   94.02000  17135.58977  191.42845  17467.10000  193.15000  34602.68977   -331.51023
   94.07000  17364.35568  198.47127  17631.34000  199.90000  34995.69568   -266.98432
   94.12000  17490.76569  192.47745  17430.00000  192.25000  34920.76569     60.76569
   94.17000  17280.87807  198.67576  17414.88000  199.44000  34695.75807   -134.00193
   94.22000  17414.48639  197.58457  17115.12000  196.13000  34529.60639    299.36639
   94.27000  16880.57010  192.23967  17546.32000  195.66000  34426.89010   -665.74990
   94.32000  17090.55077  196.67897  17404.18000  198.36000  34494.73077   -313.62923
   94.37000  17068.26316  193.41036  17412.97000  195.22000  34481.23316   -344.70684
   94.42000  17200.46997  194.53324  16845.58000  192.80000  34046.04997    354.88997
   94.47000  17259.61453  194.73205  17207.32000  194.54000  34466.93453     52.29453
   94.52000  17429.27564  195.95066  17135.58000  194.54000  34564.85564    293.69564
   94.57000  17205.05897  195.01305  17449.76000  196.32000  34654.81897   -244.70103
   94.62000  16971.56223  193.95078  17090.01000  194.63000  34061.57223   -118.44777
   94.67000  17010.75635  194.05390  17237.29000  195.28000  34248.04635   -226.53365
   94.72000  17055.35299  193.28888  17107.45000  193.63000  34162.80299    -52.09701
   94.77000  17415.42671  195.76882  17473.95000  196.13000  34889.37671    -58.52329
   94.82000  17151.42071  195.14811  17477.16000  196.87000  34628.58071   -325.73929
   94.87000  16764.46342  190.44993  17193.56000  192.68000  33958.02342   -429.09658
   94.92000  17199.41745  194.68655  17187.26000  194.70000  34386.67745     12.15745
   94.97000  17363.60192  196.58541  17223.16000  195.95000  34586.76192    140.44192
   95.02000  17290.55801  195.66641  17298.63000  195.78000  34589.18801     -8.07199
   95.07000  17212.41972  192.90711  17234.70000  193.09000  34447.11972    -22.28028
   95.12000  17239.97327  197.03831  17268.36000  197.26000  34508.33327    -28.38673
   95.17000  17262.49843  192.15333  17258.13000  192.21000  34520.62843      4.36843
   95.22000  16964.38187  193.50328  16731.98000  192.38000  33696.36187    232.40187
   95.27000  17182.54501  193.99748  17231.31000  194.31000  34413.85501    -48.76499
   95.32000  17325.34968  198.63584  17072.06000  197.41000  34397.40968    253.28968
   95.37000  17474.34830  193.61314  17001.08000  191.33000  34475.42830    473.26830
   95.42000  17281.39767  195.07757  17109.22000  194.27000  34390.61767    172.17767
   95.47000  17298.49230  192.18315  17064.92000  191.09000  34363.41230    233.57230
   95.52000  17635.10960  197.78345  17241.90000  195.87000  34877.00960    393.20960
   95.57000  17188.76879  194.07260  17455.73000  195.49000  34644.49879   -266.96121
   95.62000  17213.31743  197.49139  16751.69000  195.18000  33965.00743    461.62743
   95.67000  16809.48683  191.02894  17235.31000  193.25000  34044.79683   -425.82317
   95.72000  17167.98043  197.87247  17323.55000  198.75000  34491.53043   -155.56957
   95.77000  17186.01930  192.01987  17197.69000  192.15000  34383.70930    -11.67070
   95.82000  16965.38503  195.67376  17239.45000  197.17000  34204.83503   -274.06497
   95.87000  16683.98251  188.94024  16838.32000  189.78000  33522.30251   -154.33749
   95.92000  17011.91124  197.07993  16796.09000  196.04000  33808.00124    215.82124
   95.97000  17136.22520  192.29228  17097.13000  192.17000  34233.35520     39.09520
   96.02000  17222.81896  196.89584  17459.50000  198.18000  34682.31896   -236.68104
   96.07000  17327.83269  194.63258  16870.11000  192.39000  34197.94269    457.72269
   96.12000  17095.60776  197.58824  16755.63000  195.90000  33851.23776    339.97776
   96.17000  16979.19109  192.34923  17221.06000  193.64000  34200.25109   -241.86891
   96.22000  17458.54359  203.03639  17298.14000  202.27000  34756.68359    160.40359
   96.27000  17460.42422  193.58231  17113.23000  191.93000  34573.65422    347.19422
   96.32000  17155.88133  197.39217  17571.22000  199.59000  34727.10133   -415.33867
   96.37000  17138.65773  188.70982  17209.24000  189.13000  34347.89773    -70.58227
   96.42000  17655.05401  216.98614  17030.16000  213.60000  34685.21401    624.89401
   96.47000  17459.47416  201.34287  17525.89000  201.76000  34985.36416    -66.41584
   96.52000  17469.49319  194.19056  17208.57000  192.96000  34678.06319    260.92319
   96.57000  17752.37395  203.89211  17083.92000  200.50000  34836.29395    668.45395
   96.62000  17024.27470  189.66291  17231.81000  190.76000  34256.08470   -207.53530
   96.67000  17016.88831  194.80265  17193.40000  195.78000  34210.28831   -176.51169
   96.72000  17289.34383  192.74852  17445.97000  193.60000  34735.31383   -156.62617
   96.77000  17387.33723  197.39485  17260.82000  196.82000  34648.15723    126.51723
   96.82000  17100.05955  190.77112  17146.50000  191.08000  34246.55955    -46.44045
   96.87000  16945.77624  194.76547  17367.34000  196.99000  34313.11624   -421.56376
   96.92000  16884.08806  187.50065  17443.73000  190.33000  34327.81806   -559.64194
   96.97000  17010.17361  197.76672  17096.66000  198.29000  34106.83361    -86.48639
   97.02000  17430.09920  191.32656  17823.75000  193.32000  35253.84920   -393.65080
   97.07000  17306.26184  197.33155  17338.08000  197.56000  34644.34184    -31.81816
   97.12000  16904.43496  190.82449  17201.96000  192.39000  34106.39496   -297.52504
   97.17000  17043.42612  193.75055  17365.66000  195.46000  34409.08612   -322.23388
   97.22000  17296.69644  190.39160  17148.94000  189.74000  34445.63644    147.75644
   97.27000  17534.64238  197.63199  17363.29000  196.85000  34897.93238    171.35238
   97.32000  17578.11081  193.40051  17297.55000  192.08000  34875.66081    280.56081
   97.37000  17563.92347  198.01575  17233.29000  196.41000  34797.21347    330.63347
   97.42000  17261.66248  193.41557  17353.94000  193.96000  34615.60248    -92.27752
   97.47000  17206.28340  195.52477  17349.73000  196.34000  34556.01340   -143.44660
   97.52000  17380.19467  190.14097  17614.35000  191.35000  34994.54467   -234.15533
   97.57000  17297.97440  194.42843  17202.57000  194.03000  34500.54440     95.40440
   97.62000  17660.67225  195.64831  17494.71000  194.90000  35155.38225    165.96225
   97.67000  17562.66189  198.01065  17508.18000  197.81000  35070.84189     54.48189
   97.72000  17236.68425  193.20431  17161.29000  192.90000  34397.97425     75.39425
   97.77000  17325.16772  193.08477  17521.27000  194.14000  34846.43772   -196.10228
   97.82000  17573.45538  193.58703  17144.52000  191.53000  34717.97538    428.93538
   97.87000  17405.93313  194.45288  17196.21000  193.48000  34602.14313    209.72313
   97.92000  17500.30420  192.83371  17730.55000  194.04000  35230.85420   -230.24580
   97.97000  17386.15799  195.87145  17597.67000  197.01000  34983.82799   -211.51201
   98.02000  17382.87085  193.04877  17648.55000  194.43000  35031.42085   -265.67915
   98.07000  17585.96793  195.99389  17310.79000  194.69000  34896.75793    275.17793
   98.12000  17313.79939  193.22401  17918.24000  196.28000  35232.03939   -604.44061
   98.17000  17394.50872  193.86768  17594.24000  194.94000  34988.74872   -199.73128
   98.22000  17012.34979  191.88926  17500.15000  194.40000  34512.49979   -487.80021
   98.27000  17412.88909  192.75172  17133.79000  191.44000  34546.67909    279.09909
   98.32000  17248.69424  193.66801  17330.02000  194.15000  34578.71424    -81.32576
   98.37000  17438.52837  193.41626  17644.54000  194.50000  35083.06837   -206.01163
   98.42000  17524.41309  196.14284  17424.94000  195.72000  34949.35309     99.47309
   98.47000  17590.24918  192.75390  17228.84000  191.05000  34819.08918    361.40918
   98.52000  17551.29982  195.99249  17172.19000  194.16000  34723.48982    379.10982
   98.57000  17138.85793  192.33505  17481.63000  194.12000  34620.48793   -342.77207
   98.62000  17477.04561  191.66547  17603.33000  192.36000  35080.37561   -126.28439
   98.67000  17152.09823  193.58662  17623.58000  196.03000  34775.67823   -471.48177
   98.72000  17664.29853  195.17144  17431.32000  194.09000  35095.61853    232.97853
   98.77000  17471.18964  195.25107  17538.62000  195.66000  35009.80964    -67.43036
   98.82000  17537.45723  194.03559  17847.84000  195.64000  35385.29723   -310.38277
   98.87000  17951.64792  197.05819  17604.86000  195.42000  35556.50792    346.78792
   98.92000  17586.04768  193.88388  17329.89000  192.69000  34915.93768    256.15768
   98.97000  17960.09082  196.96215  17578.10000  195.15000  35538.19082    381.99082
   99.02000  17436.72067  194.98376  17752.14000  196.62000  35188.86067   -315.41933
   99.07000  17675.18427  194.20180  17648.06000  194.14000  35323.24427     27.12427
   99.12000  17773.96082  196.62228  17655.98000  196.11000  35429.94082    117.98082
   99.17000  17818.15978  196.17144  17679.40000  195.56000  35497.55978    138.75978
   99.22000  17774.69654  196.24249  17720.69000  196.05000  35495.38654     54.00654
   99.27000  17612.52875  193.55194  17589.83000  193.51000  35202.35875     22.69875
   99.32000  17753.89947  194.72562  17714.57000  194.60000  35468.46947     39.32947
   99.37000  17745.82251  196.01967  17932.64000  197.02000  35678.46251   -186.81749
   99.42000  17499.27187  195.80251  17412.45000  195.45000  34911.72187     86.82187
   99.47000  17893.01753  196.33211  17617.62000  195.04000  35510.63753    275.39753
   99.52000  17909.37041  201.80208  17446.57000  199.53000  35355.94041    462.80041
   99.57000  17681.43369  197.44790  17665.50000  197.44000  35346.93369     15.93369
   99.62000  18027.31575  205.91159  17806.34000  204.86000  35833.65575    220.97575
   99.67000  17984.29657  198.21850  17627.92000  196.53000  35612.21657    356.37657
   99.72000  17713.02722  199.01306  17666.12000  198.85000  35379.14722     46.90722
   99.77000  17597.00754  197.88014  17974.28000  199.84000  35571.28754   -377.27246
   99.82000  17430.21056  200.14851  17569.83000  200.94000  35000.04056   -139.61944
   99.87000  17704.63576  195.59250  17734.17000  195.81000  35438.80576    -29.53424
   99.92000  17782.85741  194.58063  17930.88000  195.37000  35713.73741   -148.02259
   99.97000  17410.50567  199.02003  17541.88000  199.76000  34952.38567   -131.37433
  100.02000  17875.75232  193.31013  17291.15000  190.53000  35166.90232    584.60232
  100.07000  17779.29088  202.61821  17886.07000  203.24000  35665.36088   -106.77912
  100.12000  17867.96775  196.50302  17715.85000  195.82000  35583.81775    152.11775
  100.17000  17493.97679  195.20663  17835.40000  196.98000  35329.37679   -341.42321
  100.22000  17869.62812  198.39446  17447.59000  196.36000  35317.21812    422.03812
  100.27000  17734.88617  196.34701  17531.96000  195.41000  35266.84617    202.92617
  100.32000  17340.10538  195.30778  17421.91000  195.80000  34762.01538    -81.80462
  100.37000  17978.19207  194.68999  17683.20000  193.33000  35661.39207    294.99207
  100.42000  17668.27069  198.94312  17802.72000  199.69000  35470.99069   -134.44931
  100.47000  17301.22626  195.82452  17557.42000  197.19000  34858.64626   -256.19374
  100.52000  17796.53493  192.79159  17502.00000  191.43000  35298.53493    294.53493
  100.57000  17889.52010  198.33707  17728.49000  197.62000  35618.01010    161.03010
  100.62000  17383.70042  195.11278  17685.00000  196.69000  35068.70042   -301.29958
  100.67000  17832.03788  196.43221  17862.65000  196.65000  35694.68788    -30.61212
  100.72000  17708.14427  195.16460  17578.18000  194.60000  35286.32427    129.96427
  100.77000  17786.21557  198.70434  17397.63000  196.83000  35183.84557    388.58557
  100.82000  17430.13893  192.30631  17448.43000  192.47000  34878.56893    -18.29107
  100.87000  17966.25812  196.31006  17586.97000  194.52000  35553.22812    379.28812
  100.92000  17644.57326  198.18827  17608.09000  198.08000  35252.66326     36.48326
  100.97000  17819.66186  194.65052  17414.64000  192.74000  35234.30186    405.02186
  101.02000  17723.95431  197.92748  17831.09000  198.53000  35555.04431   -107.13569
  101.07000  17783.49001  196.82177  17539.28000  195.68000  35322.77001    244.21001
  101.12000  17487.13039  195.33016  17627.29000  196.10000  35114.42039   -140.15961
  101.17000  17611.93453  194.75756  17751.59000  195.52000  35363.52453   -139.65547
  101.22000  17664.32425  198.16405  17618.42000  198.01000  35282.74425     45.90425
  101.27000  17673.80833  195.92599  17544.96000  195.36000  35218.76833    128.84833
  101.32000  17603.86691  197.06688  17227.47000  195.24000  34831.33691    376.39691
  101.37000  17451.27032  193.61404  17590.93000  194.38000  35042.20032   -139.65968
  101.42000  17617.77213  197.21298  17630.61000  197.34000  35248.38213    -12.83787
  101.47000  17469.90681  196.92920  17777.90000  198.55000  35247.80681   -307.99319
  101.52000  17301.39192  194.56692  17268.33000  194.48000  34569.72192     33.06192
  101.57000  16899.55366  190.40909  17626.96000  194.11000  34526.51366   -727.40634
  101.62000  17275.33214  198.72027  17745.68000  201.20000  35021.01214   -470.34786
  101.67000  17809.58957  196.12738  17446.69000  194.40000  35256.27957    362.89957
  101.72000  17279.25847  195.58432  16806.39000  193.24000  34085.64847    472.86847
  101.77000  17509.54122  195.28760  17215.19000  193.88000  34724.73122    294.35122
  101.82000  17215.83797  197.34820  17762.77000  200.20000  34978.60797   -546.93203
  101.87000  17547.82825  196.95494  17429.61000  196.44000  34977.43825    118.21825
  101.92000  17414.03716  197.08914  17373.83000  196.96000  34787.86716     40.20716
  101.97000  17214.24652  192.90753  17324.95000  193.53000  34539.19652   -110.70348
  102.02000  17670.89417  200.56820  16789.98000  196.11000  34460.87417    880.91417
  102.07000  17172.89335  195.07179  17229.36000  195.43000  34402.25335    -56.46665
  102.12000  17800.46956  200.74605  17314.42000  198.35000  35114.88956    486.04956
  102.17000  17467.85396  194.65796  17193.06000  193.36000  34660.91396    274.79396
  102.22000  17288.25604  199.27858  17478.89000  200.33000  34767.14604   -190.63396
  102.27000  17829.98273  196.92871  17190.16000  193.81000  35020.14273    639.82273
  102.32000  17333.47125  199.34012  16842.04000  196.87000  34175.51125    491.43125
  102.37000  17272.37409  194.89255  16884.84000  193.00000  34157.21409    387.53409
  102.42000  17470.82991  201.57330  17447.39000  201.53000  34918.21991     23.43991
  102.47000  17672.54617  197.61451  17779.82000  198.23000  35452.36617   -107.27383
  102.52000  17576.87983  199.11883  17781.44000  200.23000  35358.31983   -204.56017
  102.57000  17382.37853  194.92491  17191.02000  194.04000  34573.39853    191.35853
  102.62000  17144.59858  202.69638  17341.03000  203.81000  34485.62858   -196.43142
  102.67000  17648.87459  196.43647  17361.48000  195.07000  35010.35459    287.39459
  102.72000  17727.28119  206.00160  17325.26000  203.98000  35052.54119    402.02119
  102.77000  17856.08836  211.28628  17362.28000  208.74000  35218.36836    493.80836
  102.82000  17329.29881  197.72421  16948.64000  195.84000  34277.93881    380.65881
  102.87000  17454.27668  192.38041  17633.48000  193.34000  35087.75668   -179.20332
  102.92000  17131.23880  200.71643  17245.55000  201.39000  34376.78880   -114.31120
  102.97000  17206.66015  202.59179  17314.28000  203.24000  34520.94015   -107.61985
  103.02000  17067.14512  192.46841  17441.69000  194.41000  34508.83512   -374.54488
  103.07000  17207.01880  200.62672  17327.08000  201.32000  34534.09880   -120.06120
  103.12000  17259.88761  191.22268  17195.01000  190.97000  34454.89761     64.87761
  103.17000  16913.33928  203.56925  17027.88000  204.27000  33941.21928   -114.54072
  103.22000  17318.57014  190.70923  17185.18000  190.12000  34503.75014    133.39014
